type_encoded,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,power_w,temp_diff_k,overstrain_value,hdf_risk,pwf_risk,osf_risk,tool_wear_ratio,risk_score,actual,predicted,failure_prob
-1.3324927,-2.1374457,-2.0601416,-1.2774823,-2.1599605,-2.4363062,-2.2492936,-0.5920608,-0.57080364,-0.14575964,-0.4881512,-0.049239073,-0.11414406,-2.8963265,0,0,3.8643484e-06
-0.9372581,-1.4395207,-0.39492995,-0.548775,0.56365466,-1.8600893,-0.60630316,0.6221072,-1.0140359,-0.45544136,-1.112116,-0.6211656,-0.26048237,-3.4127727,0,0,0.0043585836
-1.4906096,-1.2204223,-1.5627339,-1.690416,-0.010602984,-3.0863945,-0.25008526,-3.671992,-0.9376157,-0.14735556,-0.60493404,-0.06181196,-0.5285653,-3.4715269,0,0,3.0843191e-06
-2.5819738,-1.1214728,-2.8003366,-0.9149448,-0.76819384,-3.3595169,-2.1018536,-1.1315708,0.3551011,-0.14848264,-0.5703946,-0.064454876,-0.5400164,-3.2533007,0,0,2.363147e-06
-0.7304819,-0.49717283,-2.0791934,-0.042433396,0.09358914,-2.0919132,-0.89708686,-0.27836284,0.14011425,-0.45468348,-1.124893,-0.64766514,-0.7407055,-3.6592412,0,0,0.0009441907
-1.4412469,-2.2299583,-1.2269032,-1.3450309,-0.23505107,-2.6343548,-2.342426,-1.0996423,-1.3258758,-0.15341547,-0.48412326,-0.064454876,-0.25275597,-2.7007756,0,0,1.0230434e-05
-1.3304454,-1.2562268,-1.165815,-1.8487784,-0.700232,-2.204542,-2.2264643,-1.2524662,-1.0726527,-0.14198752,-0.5715637,-0.049239073,-0.25833374,-3.3235314,0,0,1.1694307e-05
-0.3074648,-1.5101606,0.25749758,-1.8941846,-0.9500713,-2.6617372,-0.23827744,-2.9360282,-0.56553936,-0.1462041,-0.5313326,-0.06181196,-0.5138612,-3.227179,0,0,9.7022654e-05
-0.77835447,-1.4124532,-1.3956937,-2.494952,-0.77556247,-4.308742,-0.45105398,-0.88971674,-1.5430844,-0.14798416,-0.59599227,-0.0634375,-0.6073102,-3.3879836,0,0,2.7430706e-06
-0.89841366,0.16423538,-0.9245281,-2.4226644,-1.2191327,-3.008501,-0.45062217,-1.0688629,-1.7591093,-0.14726302,-0.58313566,-0.057076216,-0.46519658,-3.0939548,0,0,5.076066e-05
-0.8973672,-1.3875418,-1.8063244,-1.0144345,-0.871946,-3.0469573,-0.9554803,-0.4260313,-1.3035886,-0.1462041,-0.5011871,-0.06181196,-0.40603378,-3.2486346,0,0,4.416021e-05
-1.1047796,-3.546987,-0.76651293,-3.0915926,-0.97503555,0.96290696,-0.93302727,-2.629258,-2.5135114,-0.10301528,-0.23357484,-0.07430934,-0.16443798,-2.044925,0,0,1.405982e-05
-0.598312,-1.1307807,-1.8897105,-1.8040216,-1.8629721,-2.3673613,-0.5672764,-0.5116791,-2.1226804,-0.14689383,-0.5462321,-0.049239073,-0.28732005,-3.100912,0,0,1.7742796e-05
-0.07538323,-0.8146747,-1.4614078,-0.5039243,1.3232967,-1.1889826,-1.2624953,-1.5091381,-1.2070074,-0.10142113,-0.33627945,-0.0796075,0.0026336126,-3.034121,0,0,0.014735853
-0.8689319,-0.049793743,-1.6628361,-2.002925,-0.3182893,-3.5641942,-0.8614749,-1.0023893,-1.4079036,-0.1505362,-0.575429,-0.0634375,-0.5766372,-3.2106307,0,0,3.467295e-05
-1.0133113,-1.4408439,-0.007970497,-0.8348135,1.2160337,-3.280615,-1.1927001,-2.143737,-1.2474341,-0.1454073,-0.5171672,-0.050256446,-0.45201477,-2.9295466,0,0,0.00033740347
-0.49863708,-0.5282829,-0.54305524,-1.0794582,-1.3485548,-4.212194,-0.70515406,-2.9973617,-0.5199109,-0.14618836,-0.60056347,-0.054841254,-0.97902364,-3.2650392,0,0,1.083877e-05
-2.3381011,-1.5764354,-0.36772352,-1.0165534,-2.1634133,-3.2019336,-0.9686767,-0.17671439,-0.8514341,-0.1548847,-0.56172806,-0.0614949,-0.5815177,-2.759336,0,0,2.1789485e-05
-1.0137156,-0.75268894,-1.9673922,-0.74111855,-0.26301393,-3.1186202,-1.62209,-1.0086279,-0.97927225,-0.08706502,-0.70472926,-0.14894684,-0.8216114,-3.7520556,0,0,1.7821958e-05
-0.94244903,-0.52139205,-2.020237,-1.4851675,0.0706169,-4.003876,-0.9784564,-1.1683618,-0.761403,-0.14691679,-0.5962033,-0.06181196,-0.5539133,-3.449087,0,0,2.5603307e-05
-1.4347196,-1.6536651,-1.7659274,-2.5656643,-0.8032364,-3.2929385,-0.95842206,-2.2348542,-1.0199809,-0.1462041,-0.5750547,-0.06181196,-0.618091,-3.0583744,0,0,7.206894e-07
-0.42925885,-0.7918876,-1.0351614,-1.0653644,-1.2321881,-3.8000834,-1.2325178,-1.0239056,-1.597433,-0.1505362,-0.5728933,-0.0634375,-0.8412289,-2.937579,0,0,2.1931142e-05
-0.43890548,-1.7543614,-2.8971486,-0.5031612,0.052535333,-2.998681,-2.1297433,-0.29703715,0.1289063,-0.14733116,-0.5833681,-0.06316089,-0.602132,-3.2060246,0,0,8.323838e-05
-0.69879335,-1.6090842,-2.1585805,-1.4793277,-1.4590311,-2.767439,0.014558256,-0.52559376,-0.68120027,-0.14727147,-0.49311695,-0.0634375,-0.5267738,-3.075944,0,0,6.604276e-05
-1.2952394,-1.9699,-2.749108,-1.4457945,0.34970176,-2.8441,-1.8196547,-1.2739117,-1.2827147,-0.6733082,-0.32103932,-0.1250823,-0.5254924,-3.578873,0,0,1.3591808e-06
-0.6264346,-1.1819615,-0.18601501,-1.6845994,-0.00044869445,-3.9620416,-0.07765736,-3.6055207,-0.4127724,-0.1462041,-0.6018155,-0.06181196,-0.6617485,-3.5592244,0,0,2.2045906e-05
-1.1721561,-0.012802285,-0.9436488,-3.516675,-1.529983,-2.2504392,-1.0387583,-0.42151332,-0.16419809,-0.14726302,-0.56857806,-0.057076216,-0.44621566,-3.0459754,0,0,9.425701e-05
-0.82425255,-2.3416073,-0.8221847,-2.4455948,-0.21220477,-2.3136523,-0.7636323,-4.985193,-0.28101093,-0.14735556,-0.42674047,-0.06181196,-0.28156647,-3.4767334,0,0,1.6126098e-06
-2.2983837,-0.89618963,-1.7677913,-2.0944753,-1.328236,-3.4380322,-1.7785823,-3.24323,-0.34244365,-0.14735556,-0.61987007,-0.06181196,-0.59729826,-3.607998,0,0,9.439196e-08
-0.88076216,-1.0786752,-2.8621738,0.03372658,-0.7102761,-3.1956687,-3.2437246,-0.47301456,-1.0975987,-0.14733116,-0.50319797,-0.064454876,-0.44805157,-3.301573,0,0,6.610242e-06
-0.78290534,-1.0058321,-2.2922616,-0.4997786,-1.0726298,-1.8509412,-0.59639394,-2.3683302,0.1753924,-0.1489087,-0.5549882,-0.0634375,-0.48672253,-2.88431,0,0,0.00022794983
-1.1157272,-2.5440636,-2.4887428,-1.6985377,-0.28990453,-1.8649129,-0.4116301,-0.88566554,-1.9366246,-0.14574236,-0.49060643,-0.049239073,-0.36900684,-3.2194064,0,0,1.05020645e-05
-0.77425,-1.3260697,-0.68955934,-0.07256663,-1.2704296,-3.491101,-0.6788243,-0.35654026,-1.0080774,-0.14692797,-0.48401392,-0.057076216,-0.32181376,-3.068327,0,0,0.00045276384
-0.79056567,-0.44408152,-0.42141557,-0.78236777,-1.0668112,-3.735992,-0.6629866,-3.1672912,-0.56394744,-0.14419332,-0.5878137,-0.052032217,-0.93986446,-3.4128175,0,0,2.1959499e-05
-1.5949423,-1.4830166,-1.74574,-2.158142,-0.38442197,-3.210455,-0.22265168,-3.8185306,-0.29690993,-0.14735556,-0.4968869,-0.06181196,-0.4860352,-3.345925,0,0,1.504674e-06
-0.7357727,-0.70371765,-0.6901146,-1.5080253,0.530081,-1.7785348,-1.5028228,-0.20665301,-0.7663525,-0.091853924,-0.68848485,-0.15563019,-0.71072394,-3.4727972,0,0,0.00160102
0.48467433,-0.5261159,-1.9314672,-1.5025158,-0.6872667,-2.5507357,-2.3100147,-0.8627589,0.08324747,-0.14545241,-0.5794711,-0.064454876,-0.5150449,-2.852372,0,0,0.00036550846
-1.4775149,-0.9912297,0.07774767,-1.6754467,1.1226776,-2.4168885,-1.1709726,-1.0500988,-0.48920807,-0.09671991,-0.5584008,-0.11116565,-0.0024167658,-3.0366788,0,0,0.0029282323
-0.3783297,0.78347033,0.25008345,0.18939702,0.6318449,-1.6183002,-0.63345456,-0.31150684,-0.3764663,0.51814497,-0.270328,-0.09437384,-0.10687119,8.481122,1,1,0.999998
-0.6063706,-1.706135,-0.37084448,0.6030864,0.5717313,-1.4787332,-0.42072892,-0.85665095,-0.08101606,0.5755183,-0.33497855,-0.13211177,-0.49173304,9.422819,1,1,0.9999783
-1.0441039,-1.4252958,-2.2062564,0.2656698,0.18551248,-1.4491066,-1.6082258,-1.499377,-0.8656899,-0.4547596,-1.1272777,-0.64766514,-0.35375565,-3.4071,0,0,6.829953e-05
-0.9439334,-1.3201487,-2.2453926,-1.5138359,0.24555336,-2.4830966,-1.3264946,-1.1349285,-0.6914761,-0.6917012,-0.39325482,-0.16969287,-0.6206752,-3.0018656,0,0,3.5531575e-05
-0.6296178,-1.0572572,-0.9667909,-1.4223568,-0.061283417,1.9681035,-0.17148414,-2.7522364,-1.8955498,-0.07868451,-0.28978336,-0.069617346,0.5612894,-1.908311,0,0,0.06135906
-2.1160657,-0.8021324,-1.0302554,-1.4922686,-1.7983671,-4.0074697,-1.984321,-2.015665,-1.3720766,-0.15103467,-0.48322263,-0.0614949,-0.44594577,-3.1221693,0,0,3.6020273e-07
-0.5598236,-1.3208406,0.5385755,-0.4966272,0.7272776,-1.8388844,-1.2438977,0.7221453,0.034537483,-0.2654799,-0.9511115,-0.36851993,-0.2370019,-3.6204658,0,0,0.05550219
-1.2008778,-1.044916,-1.7656207,-0.8671324,-1.1948006,-4.082675,-0.7917138,-2.243709,-1.485486,-0.14798416,-0.58290136,-0.0634375,-0.8588921,-3.1761627,0,0,1.4263096e-06
1.187388,-0.77975845,-0.3700209,-0.31741753,-1.3218117,-2.9523726,-1.1044542,-2.9706323,-0.21601376,-0.1455511,-0.538184,-0.06181196,-0.6630604,-3.1591241,0,0,0.0006314002
-2.0769813,-2.0032823,-1.9526393,-0.02685041,-1.4189588,-3.2371793,-1.1571528,-1.3198193,-1.1875757,-0.43912178,-0.5705742,-0.118025385,-0.74876904,-3.4116669,0,0,1.2126484e-06
-1.7812021,-1.7678962,-2.0030313,-2.3718128,-0.70087546,-3.6975584,-0.81147367,-1.271434,-0.99447984,-0.14913563,-0.5731577,-0.0634375,-0.6779429,-3.0536888,0,0,9.4579707e-07
-1.1201177,-1.5954539,-0.35249993,-1.3850688,0.59091365,-2.9934406,-1.2994641,-1.8063719,-0.07066206,-0.15339817,-0.5526857,-0.064454876,-0.44242853,-2.9301333,0,0,0.00029466426
-0.41433784,-2.0261083,0.012809648,-2.1420724,-1.8646226,-2.69553,-0.9931033,-4.0120025,1.0761161,-0.1462041,-0.51155776,-0.06181196,-0.7107386,-3.0160692,0,0,1.05503395e-05
-1.0148041,-1.1676557,-2.3011131,-1.2264225,0.09274404,-2.0696056,-2.1986847,-0.8448626,-0.6520224,-0.070077196,-0.43421367,-0.09753302,-0.14615852,-3.8429053,0,0,4.881517e-05
-1.1502934,-0.95373696,-3.455237,-2.9869406,-0.9410493,-2.780417,-0.8958863,-1.312899,-1.0917195,-0.14574236,-0.5620895,-0.049239073,-0.54074156,-3.3287296,0,0,7.165316e-07
-0.34251636,-1.7370281,-0.08294341,-0.18232729,-0.91849303,-3.1586258,-0.8955439,0.48041645,-1.8099316,-0.15373322,-0.5003564,-0.0614949,-0.40657115,-2.988063,0,0,0.0012155737
-0.8688308,-0.9534627,-1.8036001,0.57601905,-0.2651696,-3.2599096,-2.2885377,-0.26343936,-0.94063747,-0.6833113,-0.38863832,-0.16969287,-0.63447523,-3.3643222,0,0,9.494522e-05
-1.7357332,-0.73204684,-1.0358999,-0.49743748,-0.24658924,-3.2634144,-1.8842578,-1.517994,-0.50998855,-0.15168765,-0.5666613,-0.0634375,-0.66357344,-3.1141486,0,0,4.835076e-05
-0.87417096,-1.9869264,-1.7898654,-2.3494768,-0.18526736,-2.7224252,-0.7403252,-3.3971903,0.52532667,-0.1462041,-0.51825446,-0.06181196,-0.4516135,-3.2605555,0,0,6.7035626e-06
-0.577892,-0.39663115,-0.9191049,-0.20512027,-0.20890196,-2.898314,-2.6859622,-1.92286,-0.7725959,-0.6404159,-0.3811663,-0.16969287,-0.41067684,-3.2830226,0,0,8.055692e-05
-2.4592416,-0.73374766,-1.3372332,-1.0606654,-1.5159651,-3.6617465,-0.2700297,-2.349928,-0.93181235,-0.14806826,-0.61128646,-0.06181196,-0.68801063,-3.3408206,0,0,1.9957515e-06
-0.5529143,-1.0283378,-0.3603204,-1.6880777,0.54974127,-2.4312909,-2.9968915,-0.15405124,-0.35255444,-0.094924904,-0.6286132,-0.13660786,-0.59610444,-3.4746659,0,0,0.0003707098
-0.28534755,-0.13770366,-1.30752,-0.864497,0.036443133,-1.4757086,-0.64236873,-0.44786072,0.017720563,-0.119384356,1.1139529,-0.018363602,-0.25843674,8.821047,1,1,0.99997187
-1.1661829,-1.1026777,-2.298289,-1.6130319,0.37058896,-2.3328047,-2.2534564,-0.11864743,-0.58259726,-0.6328185,-0.30425134,-0.1250823,-0.27588716,-3.2634962,0,0,6.4245e-05
-0.44064847,-0.68715775,-0.18420146,-1.0844705,-1.4416971,-3.5803428,-0.6865,-0.46693006,-1.6247269,-0.1505362,-0.5694724,-0.0634375,-0.78374994,-3.15213,0,0,0.00014050798
-0.88435686,-1.4732513,0.35933527,-0.61063284,0.31687874,-2.5207214,-1.4977667,-0.2337119,-1.8462662,-0.09224101,-0.5003642,-0.13018797,-0.65583986,-3.5671144,0,0,0.00068162504
-0.6400951,-1.6063392,-0.00088590384,-0.80701226,0.14964823,-2.0896993,-1.6087484,-0.00019075163,-0.7296834,-0.09165929,-0.48939753,-0.13018797,-0.2541333,-3.7029366,0,0,0.0025850292
-1.7433633,-1.6111506,-0.91728663,-0.2846124,1.1568183,-1.5756514,-1.8809284,-1.5102334,0.24647966,-0.15316202,-0.31315374,-0.064454876,-0.16244148,-2.6901596,0,0,0.004246478
-0.52399206,-1.3938857,-0.48703054,-1.1269643,-1.259983,-3.5492275,-1.9671162,-1.4773853,-0.97095406,-0.15201055,-0.6035819,-0.06251228,-0.53870374,-3.2383385,0,0,1.2301282e-05
-0.6793762,-1.0744128,0.022443622,-1.1861426,0.4500726,-3.6618116,-1.046428,-0.48079672,-1.1233095,-0.14692797,-0.55787957,-0.059394132,-0.50298166,-3.1011207,0,0,0.00082263787
-2.5589774,-0.85240877,-0.98056006,-0.16056213,-1.4280847,-2.4263186,-0.23306413,-1.4577106,-1.9270227,-0.14622137,-0.34327474,-0.06181196,-0.119239345,-3.1556423,0,0,5.51715e-05
-0.106296584,-2.0612948,-1.4920413,-0.595289,0.23469096,-1.184106,-0.54618424,-0.7031976,-1.1577574,-0.10233049,-0.43665227,-0.116762385,-0.14366113,-2.7770696,0,0,0.0058116415
0.3705669,-0.5875607,-1.0994694,-2.5252342,-0.40823832,-3.8456092,-0.3558151,-1.2929878,-0.692972,-0.14798416,-0.5924766,-0.0634375,-0.6632406,-3.1054356,0,0,0.00012791717
-2.6687777,-0.71826863,-0.9755913,-1.3435159,-2.1872776,-3.9127095,-0.43482453,-4.0086446,-0.903481,-0.14735556,-0.6056192,-0.06181196,-0.9232328,-3.2338593,0,0,1.039784e-07
0.33998737,-0.3095565,-0.20590349,0.114564985,0.30331153,-1.4853866,-1.3188596,-0.37129512,-1.4573323,-0.17440544,-0.73472136,-0.22801211,-0.30291173,-3.1855454,0,0,0.048791543
-2.6403782,-1.1707704,-0.99168956,-0.62804437,-1.8711662,-2.9735157,-1.1641643,-1.4742063,-1.1398869,-0.15168765,-0.55299246,-0.0634375,-0.6293155,-2.9623077,0,0,4.2538963e-06
-0.97980195,-0.6706786,-1.0833919,0.8027868,0.3939985,-2.6557202,-1.5681117,-2.0740006,-1.1048566,-0.6753696,-0.39540714,-0.16157149,-0.575825,-3.4021916,0,0,0.00030216313
-0.46597773,-0.6260754,-0.74130017,0.24079804,-0.19097024,-2.6669788,-3.4650323,0.06054558,-0.94667757,-0.61634105,-0.5153782,-0.27955133,-0.6883092,-3.6032062,0,0,0.00021203126
-1.045038,-0.92771614,-1.6019065,-1.2371036,0.042036906,-4.188606,-1.0961292,-1.0648459,-0.80696446,-0.1462041,-0.58689827,-0.06181196,-0.6613608,-3.2933931,0,0,2.4177796e-05
-1.1144401,-1.537861,0.3468489,-1.5990224,-1.0956225,-2.2960048,-0.60012794,-0.77037233,-0.21146144,-0.14331698,-0.4750023,-0.058376756,-0.3830314,-2.698765,0,0,0.0013712425
-0.46157077,-1.323106,-1.2981825,-1.3914021,-1.3567545,-2.4736154,-1.2933093,-1.309507,-0.06345081,-0.15266354,-0.5743296,-0.0614949,-0.4680888,-3.0290136,0,0,9.996425e-05
-1.5216701,-2.0954127,-0.2759266,-1.4841647,-1.8468465,-2.0543191,-1.2675078,-0.35926965,-0.39959934,-0.14689383,-0.46610063,-0.049239073,-0.3775407,-2.758987,0,0,0.00011648923
-0.54349256,0.21327087,-1.6463724,-1.5936565,-1.0357945,-0.9340846,-0.80735296,-3.4682188,-0.57579356,-0.11418406,-0.407173,-0.053852275,-0.4225366,-2.8780124,0,0,0.00026877585
-1.7328495,-2.3433213,-2.7716665,-2.2133868,-1.4677088,-3.5570776,-0.5112553,-4.4952593,-0.92202574,-0.14735556,-0.6024215,-0.06181196,-0.7888843,-3.2393742,0,0,6.785283e-09
1.361368,-1.3064567,-0.49105498,-2.4030333,-1.220027,-3.4097853,-0.28628203,-3.19475,-0.64844555,-0.1462041,-0.6175033,-0.06181196,-0.7187659,-3.1753957,0,0,3.4578017e-05
-1.4309012,-2.0105162,-1.9662527,-1.2397703,0.24186513,-1.5842744,-0.6054156,-1.809216,-0.28656894,-0.1489087,-0.49710712,-0.0634375,-0.3346013,-2.8435376,0,0,0.00019687224
-1.1737219,-1.5719794,-1.440059,-1.9687337,-0.99491477,-2.653531,-3.1654775,-1.2627201,-1.2542245,-0.1462041,-0.50254583,-0.06282933,-0.37786686,-3.2495928,0,0,1.0376964e-06
-0.45076022,-1.6402689,0.13406664,-0.13819952,-0.962656,2.2009711,0.27910918,-0.6266137,0.5450821,-0.09245496,-0.22391847,-0.06486256,0.034629747,-1.7120793,1,1,0.9653747
-2.1068153,-0.52985907,-0.8256173,-1.0850992,-2.041517,-3.9482672,-0.9720456,-1.2749456,-1.5794156,-0.14853951,-0.57560503,-0.05365776,-0.6385426,-3.2275374,0,0,2.3488706e-06
-1.0410931,-0.9614853,-1.122726,-1.8774376,0.19358344,-2.6181571,-1.5839984,-0.90926325,-0.8932543,-0.08633811,-0.63363904,-0.11218745,-0.2719199,-3.2719312,0,0,0.00010685129
-0.94347864,-2.4343462,-1.2375742,-1.081468,-0.43130073,-3.031555,-1.9839355,-1.2052885,-0.76961493,-0.15045276,-0.5860227,-0.056466796,-0.467049,-3.388913,0,0,8.116702e-06
-0.865961,-1.9302282,-0.95646155,-0.9653734,-1.3951559,-3.550582,-0.5262678,-1.7432588,-1.667952,-0.14574236,-0.5651443,-0.049239073,-0.6869851,-3.088527,0,0,5.6097883e-06
-0.72568357,-1.707205,-2.4909203,-0.045662433,-0.13618825,-3.5229926,-0.731008,-2.483123,-0.5115885,-0.1462638,-0.6005697,-0.06181196,-0.86893356,-3.4902523,0,0,1.0372835e-05
-0.6959203,-1.2332054,-1.9800507,-1.0646262,-1.1482058,-3.9733021,-0.20143335,-0.8560068,-1.4613566,-0.1462041,-0.5871103,-0.06181196,-0.86586326,-3.0807328,0,0,1.2250439e-05
-2.2835393,-3.1553876,-2.8744283,1.1161642,-1.0434381,0.4189786,-2.867681,-2.5230215,-0.79542905,-0.090992905,-0.39306536,-0.12279068,-0.21662137,-3.8579593,0,0,3.22906e-06
-0.5138415,-1.780413,-1.3462695,-1.3332546,-0.4704367,-2.9897413,-1.1506257,-1.4824107,-1.9599218,-0.1548847,-0.57736295,-0.061344024,-0.5791821,-3.0941918,0,0,1.0670651e-05
-0.13686597,-0.21314435,-0.21926393,-0.5402043,-1.2314898,-3.0483553,-0.5750058,-0.15417407,-0.114870846,-0.1505362,-0.5458451,-0.0634375,-0.8319437,-3.0055776,0,0,0.008286342
-0.7799608,-1.9844803,-0.9889606,-0.68858933,-1.4694998,-2.0972373,-2.1487157,-0.94457144,-0.8601874,-0.14726302,-0.35187554,-0.058376756,-0.5810102,-3.230031,0,0,3.4144497e-05
-0.8830761,-2.0057588,-1.065019,-1.355844,-1.7547238,-3.745125,-0.89239573,-1.7607553,-1.3514433,-0.15339817,-0.602687,-0.06264456,-0.7076611,-3.2677333,0,0,1.2880561e-06
-0.90111995,-1.558454,-1.7815807,-3.937014,-1.7790613,-3.3856523,-1.0357435,-3.098184,-0.76482844,-0.1462041,-0.6100791,-0.06181196,-0.64243376,-3.3862438,0,0,3.9675424e-08
-0.9978658,-1.146508,-0.4568743,0.3638396,0.85987294,-1.5014517,-0.3552237,-0.64706254,-0.33761734,0.5737717,-0.31693783,-0.13131882,-0.16630983,9.0472145,1,1,0.99998033
-0.58387345,-1.9449909,-1.802044,-0.6709454,-1.3181423,-2.09192,-0.4654327,-0.8815003,-1.4296901,-0.14574236,-0.49163854,-0.049239073,-0.30046752,-2.9825819,0,0,0.00011028637
-0.9716893,-0.49106333,-0.80905944,-0.6719532,-1.1942908,-2.9656327,-0.9578512,-0.77526,-2.3436906,-0.14198752,-0.56211495,-0.049239073,-0.3475879,-3.0934684,0,0,8.880257e-05
-0.7447466,-0.6370595,-1.5280774,-1.4407916,-1.547992,-4.1390276,-0.9403137,-1.3292915,-0.66007143,-0.1462041,-0.61576927,-0.06181196,-0.9203564,-3.4013996,0,0,5.7458933e-06
-1.1765573,-1.7285789,-1.4151392,-3.0196073,-1.1561782,-4.53156,-0.9540357,-1.0932295,-2.1058936,-0.14842293,-0.59389365,-0.0634375,-0.7236466,-3.2968743,0,0,1.1699015e-07
-0.6339398,-0.604062,-0.7959939,-2.5274258,-0.78910655,-3.3325794,-0.8086099,-1.7570072,-2.0770116,-0.15266354,-0.50119954,-0.0614949,-0.32503295,-3.037269,0,0,1.1681389e-05
-0.678819,0.07433752,-1.6934355,-1.0980437,-1.305002,-2.6976416,-0.6891372,-2.6664402,0.38827294,-0.14419332,-0.5063967,-0.052032217,-0.7667536,-3.0249958,0,0,0.00014855646
-1.3421341,-1.00562,-0.9864905,-0.8561861,-0.05207785,-1.5180153,-0.90564626,-1.4506389,-1.0045878,-0.22392254,-0.8593773,-0.304737,-0.08188391,-3.2742798,0,0,0.00040157748
-0.8800704,-0.84777397,-1.8997302,-0.26118073,0.5215688,-1.9863281,-1.9634403,-1.5601268,-1.070054,-0.10951162,-0.5904105,-0.11658646,-0.4733355,-3.4551785,0,0,0.00017575028
-0.56401044,-1.0807114,-2.235188,-2.42113,0.06871825,-3.404049,-1.435401,-1.1470549,-0.8589494,-0.14798416,-0.5175699,-0.0634375,-0.36336446,-3.3335664,0,0,1.0566581e-05
-0.61762816,-0.29100505,-0.33220524,-0.012619281,1.1835517,-2.4299748,-1.3152046,-0.29668492,-0.33956447,-0.1498832,-0.3186877,-0.064454876,-0.67170197,-2.9876075,0,0,0.06928128
-1.1837295,-0.15156466,-3.777588,-1.0132744,-0.2655212,-2.8195047,-1.4587831,-0.86709404,-1.3366076,-0.10773122,-0.6070362,-0.13003442,-0.47881296,-3.5495555,0,0,8.285862e-06
1.560925,-0.33753327,-1.210465,-0.3334874,0.5296783,-2.5985825,-0.78592116,-2.3042755,-0.6471783,-0.1455511,-0.5858238,-0.06181196,-0.44483855,-2.981485,0,0,0.013380808
-1.3450378,-2.2631683,-0.3348224,-1.2227573,-2.0568953,-2.4575698,-0.73062813,-0.35073504,-1.147407,-0.14689383,-0.47370553,-0.049239073,-0.27381054,-2.7842562,0,0,6.833341e-05
-1.5972623,-1.2676556,-3.1804724,-0.38323888,-0.49948195,-2.7692115,-2.6867867,-1.7967169,-0.74876225,-0.14848264,-0.58372676,-0.064454876,-0.6396089,-3.3325658,0,0,1.1770161e-06
-0.6307834,-0.13937457,0.5826676,-1.8479067,-1.2096004,-3.5756626,-1.1317809,-0.8356808,-0.87657344,-0.1505362,-0.5662113,-0.0634375,-0.6802962,-3.066152,0,0,0.0002899703
-0.6495843,-0.82734346,-2.2021525,-0.21495894,-0.13714468,-3.7604983,-0.70982337,-0.1934921,-0.8389495,-0.14661847,-0.58328104,-0.0634375,-0.8475349,-3.1404524,0,0,0.00025617782
-2.0977712,-1.0067228,-0.35925394,-1.0587566,-1.2920641,-3.3330193,-1.3757702,-3.2131956,-0.2968257,-0.14735556,-0.51763755,-0.06181196,-0.2980058,-3.3730013,0,0,4.179531e-06
-0.4633728,-1.482423,-0.6026308,-0.98661596,-1.8635089,-3.7287567,-1.8394777,-1.391426,-1.3375868,-0.15266354,-0.5951041,-0.0614949,-0.67639434,-3.2437716,0,0,4.2045654e-06
-0.7757959,-0.72074616,-0.5653537,-0.777298,-0.5107234,-4.205066,-0.89076656,0.06678613,-1.1617311,-0.6809056,-0.39890784,-0.16969287,-0.8940801,-3.3862813,0,0,0.0001203882
-1.5572921,-0.79048556,-2.697907,-1.2099377,-2.0375173,-1.9379961,-1.2057643,-1.232266,-0.012890521,-0.14496267,-0.546081,-0.0634375,-0.35162294,-2.7706387,0,0,2.7182477e-05
-2.352974,-1.978866,-2.5986876,-0.3791503,0.16728993,-3.1584144,-1.8292562,-3.310962,-0.39104927,-0.14741527,-0.6207619,-0.06282933,-0.71338266,-3.5213313,0,0,3.5473298e-07
-0.9917214,-0.69217855,-1.4956418,-1.3554176,-1.8357288,-3.1455398,-1.7796234,0.09816837,-0.2534845,-0.13690731,-0.4996535,-0.049239073,-0.06170433,-2.9566517,0,0,0.00011060464
-0.80717343,-1.8434339,-0.6272714,-1.6311704,-1.7395904,-3.5532498,-0.89876974,-0.4204621,-2.22167,-0.14726302,-0.587214,-0.057076216,-0.6998688,-3.2584796,0,0,3.930218e-06
-0.82658523,-1.2644213,0.25968242,-0.8908927,-0.47388446,1.1272362,-0.6531646,-1.0370032,0.5250479,-0.38298878,-0.32252795,-0.23092079,-0.017827047,-2.7549627,0,0,0.2896004
-0.67252153,-0.055162422,0.74667025,-1.7390009,-1.1442571,-3.659581,-0.76416737,-0.9399957,-0.9731719,-0.1505362,-0.5662113,-0.0634375,-0.6802962,-3.0580268,0,0,0.0004646285
-0.5122968,-1.2925755,-0.72082555,-2.2839835,-1.284953,-2.2960312,-2.2172894,-0.58936363,-0.9060422,-0.1505362,-0.3517846,-0.0634375,-0.2985034,-2.9958515,0,0,4.9298e-05
-2.7867029,-0.5202666,0.3468633,-1.1596845,-2.317928,2.1696208,-0.35002398,-0.55602795,-0.4541837,-0.08367708,-0.24100171,-0.07625194,0.24932972,-2.2935607,0,0,0.1163349
-1.0071406,-2.3294747,-1.2900823,-4.211107,-0.30110875,0.35578102,-0.14482008,-0.34990418,-2.0430377,-0.08558937,-0.28396353,-0.07495795,-0.17391708,-2.219935,0,0,0.00029942018
-1.6223981,-1.1295695,-0.99853736,0.25265926,0.5520193,0.67271394,-1.8672475,-2.686453,-0.5250108,-0.081429034,-0.25830412,-0.07026661,0.14637783,-2.4115567,0,0,0.018322797
-0.040896192,-1.6176417,-0.54005253,-1.0364686,0.12963247,-1.7211714,-1.579999,-2.4033663,-0.35254857,-0.09157576,-0.7399312,-0.1553646,-0.36516374,-3.2985442,0,0,0.00042321713
